0908011016;ROCHA ROSAL, ELVIRA;F08011570;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908011387;RODRIGUEZ ALBACETE/RUIZ FERNANDEZ;F08015511;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010210;RODRIGUEZ BASCIANO, ALAIN ADOLFO;F08002840;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010458;RODRIGUEZ BORRAS, MARIA ISABEL/VILLARREAL GUERRERO,MARIA JESUS;F08005520;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908011053;RODRIGUEZ FERRAN, MONTSERRAT;F08011972;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010798;RODRIGUEZ GARCIA, ISABEL;F08009229;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010527;RODRIGUEZ MARTINEZ, JUAN ANTONIO;F08006242;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010264;RODRIGUEZ MORESO, DAMARIS;F08003386;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010461;RODRIGUEZ RUBIO, JOSEP LUIS;F08005560;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010386;RODRIGUEZ VILAR, JAVIER.;F08004728;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010577;RODRIGUEZ VILLAMUR, MARIA LLUISA;F08006806;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908011712;ROIG AVILES, ISABEL;F08018939;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010318;ROJO ARRIBAS, ITZIAR;F08003964;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908011088;ROJO BOIXAREU, MERCE;F08012334;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
0908010252;ROMANI ROURERA, EVA;F08003266;Cataluña;Barcelona;Barcelona;Oficinas de farmacia;Privados
