1003002608;FARMACIA - A/431/F;A/431/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002610;FARMACIA - A/433/F;A/433/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002615;FARMACIA - A/438/F;A/438/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002616;FARMACIA - A/439/F;A/439/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002618;FARMACIA - A/440/F;A/440/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002619;FARMACIA - A/441/F;A/441/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002620;FARMACIA - A/442/F;A/442/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002621;FARMACIA - A/443/F;A/443/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002626;FARMACIA - A/448/F;A/448/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002631;FARMACIA - A/452/F;A/452/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002638;FARMACIA - A/459/F;A/459/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002640;FARMACIA - A/460/F;A/460/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002641;FARMACIA - A/461/F;A/461/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002643;FARMACIA - A/463/F;A/463/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002647;FARMACIA - A/468/F;A/468/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002657;FARMACIA - A/477/F;A/477/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002658;FARMACIA - A/478/F;A/478/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002659;FARMACIA - A/479/F;A/479/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002660;FARMACIA - A/48/F;A/48/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002668;FARMACIA - A/488/F;A/488/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002673;FARMACIA - A/492/F;A/492/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002686;FARMACIA - A/502/F;A/502/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002696;FARMACIA - A/511/F;A/511/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
1003002737;FARMACIA - A/55/F;A/55/F;Comunitat Valenciana;Alicante;Alicante;Oficinas de farmacia;Privados
