0129005266;PALMA JURADO, Mª JOSE;4196;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006512;PALOMAR GARCIA, MAª CARMEN;4504;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129005280;PAREDES FELIPE, M. CARMEN Y FAJARDO PAREDES, PALOMA;4259;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006446;PARODY REYES, ANTONIO;4353;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003874;PAVON RODRIGUEZ, JOSEFA/ FERNANDEZ PAVON, LETICIA;4275;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006472;PEREZ FERNANDEZ, MAª DOLORES;4417;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003925;PEREZ- LANZAC FERNANDEZ, MARIANA CLARA;4406;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006467;PEREZ MARTINEZ, AMPARO REGENTE, ROQUE MANUEL GUERRERO MILLAN;4403;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006418;PEREZ RUBIO, ELGA MAª;4292;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006511;PEREZ-PIAYA GARCIA, ELOISA;4503;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006452;PEREZ-PIAYA MATEOS, EMILIO;4364;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003980;PEREZ-PIAYA MATEOS, MANUEL;4544;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006439;PILAR JIMENEZ, CARMEN;4338;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129005128;PIÑERO VIRUEL, ENCARNACION;4033;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006391;PLAZA MARTIN, M. LUISA;4226;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003911;POBLACIONES FONTES, MERCEDES;4374;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006455;PONS ORTEGA, MAª CRISTINA;4371;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129004031;PORRAS  BALLESTEROS, MARIA CARMEN;4694;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003922;QUESADA GALAN, GUILLERMINA;4400;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006427;QUESADA SEGURA, JUAN FERNANDO;4317;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003892;RAMOS AGUDO, ALMUDENA;4323;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129004035;RICO NESTARES, CONCEPCION;4698;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006440;RICO NESTARES, GONZALO;4339;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003963;RICO NESTARES, JOSE PEDRO;4499;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129004036;RICO NESTARES, Mª CRISTINA;4699;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006395;RIVAS CABRERA, MIGUEL;4234;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006590;RODRIGUEZ FLORES, ADOLFO;4572;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003956;RODRIGUEZ RASCON, ANTONIO JESUS Y RODRIGUEZ AYLON, DIEGO;4486;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003960;RODRIGUEZ SIERRAS, FRANCISCO JOSE;4494;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129001384;RODULFO CASTILLO, JUAN DIEGO;18560;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129005178;ROJAS SIERRA, CONCEPCION;4070;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006257;ROMERO GARCIA, Mª PILAR;4687;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003904;ROMERO SANCHEZ, JAVIER MANUEL;4358;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003859;RUBIO QUESADA, MATILDE Y GUIRAUM RUBIO, MATILDE Y Mª LAURA;4247;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129004015;RUBIO RUIZ, EMILIO;4632;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003940;RUIZ AYALA, JUAN//BALLESTEROS GARCIA, INMACULADA;4450;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003974;RUIZ- CAPILLA GIL, CAROLINA;4534;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006426;RUIZ HINOJOSA, AGUEDA;4316;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006564;RUIZ JEREZ, AMALIO;4558;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129005323;RUIZ JIMENEZ, Mª TERESA/AZNAR GAVILAN, SERGIO;4548;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003936;RUIZ-CAPILLA GIL, CLAUDIA;4435;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006413;SANCHEZ ABRIL, JOSE;4285;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006408;SANCHEZ CABEZUDO MERCHAN, MAº CARMEN;4268;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003881;SANCHEZ COBOS ANTONIO. SANCHEZ COBOS, Mª DEL MAR;4291;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003949;SANCHEZ COBOS, CONCEPCION;4463;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003831;SANCHEZ COBOS, M. DOLORES/MORENO SANCHEZ, BLAS;4174;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003964;SANCHEZ FERNANDEZ, MANUEL;4507;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006424;SANCHEZ LAMA, JOSE MIGUEL;4309;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129006489;SANCHEZ ONANDIA, FELIX,;4456;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
0129003908;SANCHEZ SANTOS, ALMA ROCIO;4366;Andalucía;Málaga;Málaga;Oficinas de farmacia;Privados
