1328014643;FRANCISCO DE LA SANTISIMA TRINIDAD PRECIOSO  CANTOS;1758;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014637;HEREDEROS DE JULIO GUTIERREZ MONTALVO;1752;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014562;FRANCISCO DE BORJA ALONSO NESTARES;1682;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328015101;FRANCISCO JAVIER SALCEDO DE MINGO;2179;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014426;ESTEFANIA MIGUEL DAVID;1556;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016270;GONZALO DE DIOS CABEZAS;634;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016265;GEMMA PEREZ SANCHEZ;629;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328013994;GEMMA PEREZ SANCHEZ;1151;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014309;ISABEL CELADA TORIBIO;145;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014351;FERNANDO CARLOS TENORIO PE�A;1489;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014452;INES MARIA MAESTRE DE ESPA�A;158;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016616;FELIPE JESUS MARTIN NU�EZ;96;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328013910;GENARA MARIA AUXILIADORA HERMOSO DIEZ;1072;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014068;ESTELA MARTIN PASTOR;1222;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016139;FERNANDO OSCAR ARROYO MARTINEZ;507;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328014642;IRENE DE FUENTES DE FUENTES;1757;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016237;GILBERTO ENRIQUE GUEVARA;600;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016330;INMACULADA CONCEPCION CASTRO  SANCHEZ;692;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328016195;GERARDO SERRANO IGLESIAS;561;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
1328013907;FRANCISCA SANCHEZ SANCHEZ;107;Madrid, Comunidad de;Madrid;Madrid;Oficinas de farmacia;Privados
