0141001045;FAGUNDEZ ALONSO,MARGARITA;20359;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000795;FAJARDO GONZALEZ,ALICIA;19847;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000800;FERNANDEZ  D¿HERBE, Mª AMELIA;19852;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005488;FERNANDEZ CABEZAS,DOLORES;19872;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000847;FERNANDEZ DOMINGUEZ,MANUEL/ FERNANDEZ GONZALEZ, JOSE CARLOS;19933;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000797;FERNANDEZ GONZALEZ,JAIME/FERNANDEZ SAEZ,JAIME/ FERNANDEZ SAEZ ESPERANZA;19849;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004413;FERNANDEZ JIMENEZ, GONZALO;20254;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001049;FERNANDEZ ROJO, IRENE/ FERNANDEZ ROJO, JOSE CELESTINO;20363;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004806;FERNANDEZ ROMERO, AMELIA;20431;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005690;FERNANDEZ SOLA, MAª ANGELES / DE LA PUERTA FERNANDEZ, INMACULADA;20327;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005683;FERNANDEZ-ESPAÑA ROMERO, RAQUEL;20309;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005499;FERNANDEZ-PEÑARANDA PEREZ,FRANCISCO;19899;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001000;FERNANDEZ-TAVORA PEREZ, LAUREANO;20272;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001071;FERRERO BERMEJO, JUAN LUIS;20402;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000769;FERRERO BERMEJO,MERCEDES/ RODRIGUEZ FERRERO, PALOMA;19802;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005526;FLORIDO PEREZ,MAª REYES;19965;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000837;FRANCO MADERA, JOAQUIN MANUEL;19915;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005710;FUENTES CASTILLO,MAª LUISA;20384;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005529;GAJARDO PEREZ, ANTONIO / GONZALEZ ANTON, ANGELES;19977;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005669;GALAN PARRA,MAª DOLORES;20275;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001012;GALARDI GARCIA, CARMEN / MANGAS ROMERO, MARGARITA DEL VALLE;20299;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005521;GALDO SECO,MAª CARMEN;19951;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000863;GALERA RUIZ, Mª ROSA;19970;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000924;GALLEGO JURADO,REYES/ MELLADO GALLEGO, EDUARDO;20109;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005504;GAMARRO MORENO,JUAN JOSE;19919;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005685;GARCIA ARISTA, ROSALIA;20316;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000783;GARCIA DE COSIO GARCIA-MURGA,MªDOLORES/ MORERA GARCIA DE COSIO, CRISTINA;19829;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001074;GARCIA GARCIA,CRISTINA/ MONTAÑO GARCIA, JOSE FRANCISCO;20408;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004853;GARCIA GARCIA,DANIEL;20538;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001066;GARCIA HERRERA, CARMEN/ GARCIA HERRERA, ELISABETH;20396;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005716;GARCIA JIMENEZ,FELISA;20403;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141002941;GARCIA RUIZ, FERMINA MILAGROSA;34165;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001052;GARCIA SANCHEZ, Mª CARMEN/ MARTINEZ GARCIA, RAFAEL CALIXTO;20368;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001042;GARCIA SERRANO,VICENTE/ GIRON RODRIGUEZ, FRANCISCO JAVIER;20354;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005652;GARCIA TRENADO,JOSE GUILLERMO;20241;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000879;GARCIA TRIGUEROS,CARMEN;19989;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000823;GARCIA YANGUELA,MERCEDES;19888;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000997;GARCIA-MIÑA RAMOS,ANGEL/ GARCIA-MIÑA FLORES, CRISTINA;20263;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005484;GASTALVER LOPEZ,CONSUELO;19867;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000963;GAVIÑO CARABANTES ,ESPERANZA PATRICIA;20197;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000812;GAVIÑO CARABANTES, FRANCISCO;19868;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000844;GAVIÑO GARCIA,NATIVIDAD;19928;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004802;GOMEZ CABRERA, ISABEL / TEJEDOR GOMEZ, ELENA;20404;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000964;GOMEZ CARRASCO,Mª DOLORES;20198;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001022;GOMEZ DE ACEVEDO, Mª DEL ROSARIO / ALVAREZ FELIX, ISAAC;20317;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004803;GOMEZ RAMOS, FERNANDO;20412;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000999;GONZALEZ AGUILAR,  CRISTINA ANA;20269;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004416;GONZALEZ AGUILAR, MARIA DE LAS NIEVES;20331;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001010;GONZALEZ AGUILAR, OLGA DOLORES;20294;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001033;GONZALEZ DE LA PEÑA MUÑOZ,ALEJANDRO/ DIAZ MUÑOZ, OLIVIA;20341;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
