0141001090;ABAD MARTIN DE EUGENIO,PILAR;20445;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000828;ABASCAL ALONSO,FERNANDO;19900;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000825;ABASCAL ALONSO,MOISES;19892;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000998;ABAURREA RECASENS, MARIA;20266;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001124;ACOSTA PELAEZ, JOSE LUIS;20544;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000764;ACUÑA TALLON, ISIDRO/ ACUÑA TALLON, ASUNCION;19797;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000830;AGUERA MARQUEZ, NATIVIDAD;19906;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000777;AGUILAR GARCIA, MARGARITA PAULA;19812;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005736;AGUILAR GARCIA,CONCEPCION;20457;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000867;AL BAHECH CATALINA, ADEL;19975;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001060;ALARCON CEBALLOS, MARIA LUISA;20386;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000801;ALGARIN FIESTAS,MARGARITA Y GLORIA/ SALAYA ALGARIN, MARGARITA;19853;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141001139;ALONSO BUENAPOSADA,JOSE MANUEL;20568;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004798;ALVAREZ BERNALDEZ, SUSANA;20312;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000793;ALVAREZ DE  SOTOMAYOR PAZ, Mª TERESA;19844;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000770;ALVAREZ DELGADO, EVA MARIA;19803;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000862;ALVAREZ DIAZ, JAIME;19969;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005627;ALVAREZ JIMENEZ,JOSE MAª;20180;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141004813;AMO FERNANDEZ,CELESTINO I.;20469;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005465;ANDRES MARTIN, JOSE MANUEL;19807;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005503;ANDRES MARTIN,LOURDES/ANDRES MARTIN,MAª ISABEL;19907;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000785;ARAMBURU GONZALEZ,INMACULADA/ BUZON COBANO, MARCOS;19834;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000817;ARANGUETE ROMAN, ROCIO/ PAREJO DORADO, PILAR;19878;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005689;ARENAS VARGAS,MANUEL;20324;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141000856;ARGUELLES RODRIGUEZ, AGUSTIN;19956;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005477;ARIAS SAN ROMAN,CONCEPCION;19830;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
0141005659;ARIZA ABASCAL, ANGEL;20251;Andalucía;Sevilla;Sevilla;Oficinas de farmacia;Privados
